9.77553e-03 1.02039e-02 1.40925e-02
8.69565e-03 8.96508e-03 9.62979e-03
7.55383e-03 7.48310e-03 1.28284e-03
6.76243e-03 6.27903e-03 5.28628e-03
5.30044e-03 5.48138e-03 6.32859e-03
4.77725e-03 5.41411e-03 6.85115e-03
4.08931e-03 5.28927e-03 7.68875e-03
4.44389e-03 6.26121e-03 9.87230e-03
4.08639e-03 1.29680e-02 4.38432e-04
5.41829e-03 3.62817e-02 1.35403e-03
1.24288e-02 7.30239e-02 7.26447e-03
3.51324e-02 1.00791e-01 3.56401e-02
6.58152e-02 9.22198e-02 7.48252e-02
8.44459e-02 6.24603e-02 2.25360e-03
7.06747e-02 2.95463e-02 2.25561e-03
4.52912e-02 8.60247e-03 1.73671e-03
1.96849e-02 3.41973e-03 8.23883e-04
5.01600e-03 2.39717e-03 4.79385e-03
2.46813e-03 1.11717e-03 9.25822e-04
1.86336e-03 1.05411e-04 1.27715e-03
8.38281e-04 1.74758e-05 1.39388e-03
6.45902e-05 1.12352e-05 2.29463e-04
1.39149e-05 8.47526e-06 8.45488e-04
9.00025e-06 6.53218e-06 3.04717e-04
6.82569e-06 5.27661e-06 3.76257e-04
5.27842e-06 4.89119e-06 6.20980e-04
4.24844e-06 6.41502e-06 1.41097e-03
3.77846e-06 9.71353e-06 1.10889e-03
4.70720e-06 1.20660e-05 5.34404e-03
7.37841e-06 1.26749e-05 3.93712e-02
9.41200e-06 1.07408e-05 3.03268e-02
1.03891e-05 7.84482e-06 1.45887e-03
9.06973e-06 4.73577e-06 1.34101e-04
6.99984e-06 2.88230e-06 2.75330e-04
4.25986e-06 1.82756e-06 3.32443e-03
2.62966e-06 1.38968e-06 6.38910e-03
1.59993e-06 1.17571e-06 7.78020e-04
1.18634e-06 1.04684e-06 1.92470e-03
9.73476e-07 9.46223e-07 6.01127e-04
8.80159e-07 9.06712e-07 5.64354e-04
7.70457e-07 8.86556e-07 1.02710e-03
7.32594e-07 9.93664e-07 1.65093e-03
7.10203e-07 1.28540e-06 6.13256e-04
7.01617e-07 1.89266e-06 2.43978e-03
8.72239e-07 2.63935e-06 6.71859e-04
1.14723e-06 3.36277e-06 1.28895e-03
1.77293e-06 3.83879e-06 3.92402e-03
2.32064e-06 3.88261e-06 1.64951e-02
2.89173e-06 4.63992e-06 1.34615e-02
3.14536e-06 4.06515e-06 1.96160e-03
3.06554e-06 3.18011e-06 1.64177e-03
3.96403e-06 2.26130e-06 2.18955e-03
2.96100e-06 1.24091e-06 1.00481e-02
2.38916e-06 7.58452e-07 1.36831e-02
1.62964e-06 5.59303e-07 1.23263e-02
8.27667e-07 5.19177e-07 2.94172e-03
5.56445e-07 5.22390e-07 6.30838e-04
4.25732e-07 5.39371e-07 1.10858e-03
4.11625e-07 6.16280e-07 9.82206e-04
4.16427e-07 8.20919e-07 1.14611e-03
4.30525e-07 1.52063e-06 1.25528e-03
4.93873e-07 2.85544e-06 6.21675e-05
6.57744e-07 3.59940e-06 6.21675e-05
1.21078e-06 4.24712e-06 6.21675e-05
2.25906e-06 0.00000e+00 6.21675e-05
2.84080e-06 0.00000e+00 6.21675e-05
3.34443e-06 0.00000e+00 6.21675e-05
3.84164e-06 0.00000e+00 6.21675e-05
