0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
4.78637e-03 5.33718e-03 5.78226e-03 3.42807e-03
3.57097e-03 4.96363e-03 4.31554e-03 4.08893e-03
2.80087e-03 3.87639e-03 3.51101e-03 3.18093e-03
2.77451e-03 3.64754e-03 3.51776e-03 2.85092e-03
2.89213e-03 3.75549e-03 3.73288e-03 2.89895e-03
3.21265e-03 4.09891e-03 4.10947e-03 3.10670e-03
3.42890e-03 4.41312e-03 3.95037e-03 3.37557e-03
2.48402e-03 3.66154e-03 3.18539e-03 3.16996e-03
2.64497e-03 3.39592e-03 3.62495e-03 2.59096e-03
3.33456e-03 4.03523e-03 6.26410e-03 2.88263e-03
7.74298e-03 7.84440e-03 3.95869e-02 4.31391e-03
6.71870e-02 5.49974e-02 5.82279e-01 1.70455e-02
1.00000e+00 7.61184e-01 1.00000e+00 1.64185e-01
5.47196e-01 1.00000e+00 3.78274e-01 1.00000e+00
2.93020e-02 3.78142e-01 2.28254e-02 5.59872e-01
7.04695e-03 2.45722e-02 6.39103e-03 5.64753e-02
3.31711e-03 7.04274e-03 3.90543e-03 9.48725e-03
2.93992e-03 4.14128e-03 4.21588e-03 3.96639e-03
3.66501e-03 4.23724e-03 3.62067e-03 3.08521e-03
2.36152e-03 4.16672e-03 3.15493e-03 3.56444e-03
2.60241e-03 3.20858e-03 3.85363e-03 2.81633e-03
3.31933e-03 3.71965e-03 5.38009e-03 2.57643e-03
4.74822e-03 4.91684e-03 6.67932e-03 3.10281e-03
5.56266e-03 6.52281e-03 8.56068e-03 4.20032e-03
7.29188e-03 7.86454e-03 8.02091e-03 5.27486e-03
6.08478e-03 9.20961e-03 6.37185e-03 6.48769e-03
4.77991e-03 7.64001e-03 6.53343e-03 6.96677e-03
5.30773e-03 6.39174e-03 1.02901e-02 5.75845e-03
8.80549e-03 7.65126e-03 5.33794e-02 5.05265e-03
4.84493e-02 1.80524e-02 2.04700e-01 6.32538e-03
1.79353e-01 8.07312e-02 2.37690e-01 1.71219e-02
1.90359e-01 2.36368e-01 1.08724e-01 6.96620e-02
7.81545e-02 2.42364e-01 2.74081e-02 1.84634e-01
1.88585e-02 1.00583e-01 9.97468e-03 1.89028e-01
7.66232e-03 2.47397e-02 8.80029e-03 7.99649e-02
7.00712e-03 1.04191e-02 7.02279e-03 2.23288e-02
5.53664e-03 9.23532e-03 9.89732e-03 8.98537e-03
7.74366e-03 7.40796e-03 1.28237e-02 7.26999e-03
1.04829e-02 9.86904e-03 8.67260e-03 5.96580e-03
6.85319e-03 1.33029e-02 9.48620e-03 7.35850e-03
7.37582e-03 9.70467e-03 1.10973e-02 9.88492e-03
8.79547e-03 9.55604e-03 1.16194e-02 8.31177e-03
9.06605e-03 1.11659e-02 1.28208e-02 7.33278e-03
1.01277e-02 1.18135e-02 1.54649e-02 8.34557e-03
1.05313e-02 1.29379e-02 2.74970e-02 9.13764e-03
1.84533e-02 1.36700e-02 8.56750e-02 9.76487e-03
3.22169e-02 2.10903e-02 3.33941e-01 1.05275e-02
1.63129e-01 3.63958e-02 7.50217e-01 1.36122e-02
5.05687e-01 1.53894e-01 8.75009e-01 2.31055e-02
7.87732e-01 4.94869e-01 5.29588e-01 6.64494e-02
5.27685e-01 8.85391e-01 2.13541e-01 2.37006e-01
2.45000e-01 8.37234e-01 5.12415e-02 5.60688e-01
5.75755e-02 4.88284e-01 1.80306e-02 7.79372e-01
1.81048e-02 1.92321e-01 1.16329e-02 5.25447e-01
9.77553e-03 4.96409e-02 1.02039e-02 2.50675e-01
8.69565e-03 1.85607e-02 8.96508e-03 6.84975e-02
7.55383e-03 1.21866e-02 7.48310e-03 2.25627e-02
6.76243e-03 1.07708e-02 6.27903e-03 1.12803e-02
5.30044e-03 9.49426e-03 5.48138e-03 9.11806e-03
4.77725e-03 8.15212e-03 5.41411e-03 8.02088e-03
4.08931e-03 6.71320e-03 5.28927e-03 7.16200e-03
4.44389e-03 5.97376e-03 6.26121e-03 5.94677e-03
4.08639e-03 5.50414e-03 1.29680e-02 5.10204e-03
5.41829e-03 5.70078e-03 3.62817e-02 4.50078e-03
1.24288e-02 5.79757e-03 7.30239e-02 4.36543e-03
3.51324e-02 9.17728e-03 1.00791e-01 4.38223e-03
6.58152e-02 2.22615e-02 9.22198e-02 4.72615e-03
8.44459e-02 5.31327e-02 6.24603e-02 8.05432e-03
7.06747e-02 9.00062e-02 2.95463e-02 1.96856e-02
4.52912e-02 1.08523e-01 8.60247e-03 4.37946e-02
1.96849e-02 8.93851e-02 3.41973e-03 7.11522e-02
5.01600e-03 5.68962e-02 2.39717e-03 8.42885e-02
2.46813e-03 2.48616e-02 1.11717e-03 6.97147e-02
1.86336e-03 6.49672e-03 1.05411e-04 4.50304e-02
8.38281e-04 3.23783e-03 1.74758e-05 2.01409e-02
6.45902e-05 2.46430e-03 1.12352e-05 5.88263e-03
1.39149e-05 1.16694e-03 8.47526e-06 2.78599e-03
9.00025e-06 1.60856e-04 6.53218e-06 1.99934e-03
6.82569e-06 2.49022e-05 5.27661e-06 1.06746e-03
5.27842e-06 1.26130e-05 4.89119e-06 2.63990e-04
4.24844e-06 9.38224e-06 6.41502e-06 2.97920e-05
3.77846e-06 7.27975e-06 9.71353e-06 1.09687e-05
4.70720e-06 5.84358e-06 1.20660e-05 7.87378e-06
7.37841e-06 5.09552e-06 1.26749e-05 6.11309e-06
9.41200e-06 5.87058e-06 1.07408e-05 4.87377e-06
1.03891e-05 8.71575e-06 7.84482e-06 4.13046e-06
9.06973e-06 1.15469e-05 4.73577e-06 4.24609e-06
6.99984e-06 1.32125e-05 2.88230e-06 5.77282e-06
4.25986e-06 1.25040e-05 1.82756e-06 8.17354e-06
2.62966e-06 1.02011e-05 1.38968e-06 9.87996e-06
1.59993e-06 7.02612e-06 1.17571e-06 1.03598e-05
1.18634e-06 4.35864e-06 1.04684e-06 8.96215e-06
9.73476e-07 2.70677e-06 9.46223e-07 6.88164e-06
8.80159e-07 1.81403e-06 9.06712e-07 4.27514e-06
7.70457e-07 1.41668e-06 8.86556e-07 2.69058e-06
7.32594e-07 1.21891e-06 9.93664e-07 1.68967e-06
