7.10203e-07 1.08988e-06 1.28540e-06 1.25614e-06
7.01617e-07 9.89620e-07 1.89266e-06 1.02870e-06
8.72239e-07 9.49310e-07 2.63935e-06 9.19643e-07
1.14723e-06 9.27461e-07 3.36277e-06 8.16365e-07
1.77293e-06 9.98762e-07 3.83879e-06 7.61186e-07
2.32064e-06 1.26150e-06 3.88261e-06 7.34673e-07
2.89173e-06 1.75125e-06 4.63992e-06 7.21384e-07
3.14536e-06 2.52342e-06 4.06515e-06 8.13886e-07
3.06554e-06 3.23164e-06 3.18011e-06 1.03312e-06
3.96403e-06 3.86840e-06 2.26130e-06 1.46189e-06
2.96100e-06 4.10532e-06 1.24091e-06 2.03816e-06
2.38916e-06 4.22782e-06 7.58452e-07 2.57891e-06
1.62964e-06 5.00286e-06 5.59303e-07 3.03657e-06
8.27667e-07 3.79064e-06 5.19177e-07 3.19780e-06
5.56445e-07 3.03460e-06 5.22390e-07 3.32041e-06
4.25732e-07 2.05895e-06 5.39371e-07 3.90192e-06
4.11625e-07 1.06799e-06 6.16280e-07 2.97108e-06
4.16427e-07 7.25689e-07 8.20919e-07 2.40565e-06
4.30525e-07 5.58499e-07 1.52063e-06 1.66739e-06
4.93873e-07 5.40456e-07 2.85544e-06 8.87867e-07
6.57744e-07 5.45978e-07 3.59940e-06 5.97085e-07
1.21078e-06 5.63401e-07 4.24712e-06 4.55655e-07
2.25906e-06 6.39580e-07 0.00000e+00 4.24047e-07
2.84080e-06 8.35994e-07 0.00000e+00 4.24845e-07
3.34443e-06 1.47955e-06 0.00000e+00 4.36171e-07
3.84164e-06 2.72291e-06 0.00000e+00 4.82628e-07
