9.77553e-03 4.96409e-02 1.02039e-02
8.69565e-03 1.85607e-02 8.96508e-03
7.55383e-03 1.21866e-02 7.48310e-03
6.76243e-03 1.07708e-02 6.27903e-03
5.30044e-03 9.49426e-03 5.48138e-03
4.77725e-03 8.15212e-03 5.41411e-03
4.08931e-03 6.71320e-03 5.28927e-03
4.44389e-03 5.97376e-03 6.26121e-03
4.08639e-03 5.50414e-03 1.29680e-02
5.41829e-03 5.70078e-03 3.62817e-02
1.24288e-02 5.79757e-03 7.30239e-02
3.51324e-02 9.17728e-03 1.00791e-01
6.58152e-02 2.22615e-02 9.22198e-02
8.44459e-02 5.31327e-02 6.24603e-02
7.06747e-02 9.00062e-02 2.95463e-02
4.52912e-02 1.08523e-01 8.60247e-03
1.96849e-02 8.93851e-02 3.41973e-03
5.01600e-03 5.68962e-02 2.39717e-03
2.46813e-03 2.48616e-02 1.11717e-03
1.86336e-03 6.49672e-03 1.05411e-04
8.38281e-04 3.23783e-03 1.74758e-05
6.45902e-05 2.46430e-03 1.12352e-05
1.39149e-05 1.16694e-03 8.47526e-06
9.00025e-06 1.60856e-04 6.53218e-06
6.82569e-06 2.49022e-05 5.27661e-06
5.27842e-06 1.26130e-05 4.89119e-06
4.24844e-06 9.38224e-06 6.41502e-06
3.77846e-06 7.27975e-06 9.71353e-06
4.70720e-06 5.84358e-06 1.20660e-05
7.37841e-06 5.09552e-06 1.26749e-05
9.41200e-06 5.87058e-06 1.07408e-05
1.03891e-05 8.71575e-06 7.84482e-06
9.06973e-06 1.15469e-05 4.73577e-06
6.99984e-06 1.32125e-05 2.88230e-06
4.25986e-06 1.25040e-05 1.82756e-06
2.62966e-06 1.02011e-05 1.38968e-06
1.59993e-06 7.02612e-06 1.17571e-06
1.18634e-06 4.35864e-06 1.04684e-06
9.73476e-07 2.70677e-06 9.46223e-07
8.80159e-07 1.81403e-06 9.06712e-07
7.70457e-07 1.41668e-06 8.86556e-07
7.32594e-07 1.21891e-06 9.93664e-07
7.10203e-07 1.08988e-06 1.28540e-06
7.01617e-07 9.89620e-07 1.89266e-06
8.72239e-07 9.49310e-07 2.63935e-06
1.14723e-06 9.27461e-07 3.36277e-06
1.77293e-06 9.98762e-07 3.83879e-06
2.32064e-06 1.26150e-06 3.88261e-06
2.89173e-06 1.75125e-06 4.63992e-06
3.14536e-06 2.52342e-06 4.06515e-06
3.06554e-06 3.23164e-06 3.18011e-06
3.96403e-06 3.86840e-06 2.26130e-06
2.96100e-06 4.10532e-06 1.24091e-06
2.38916e-06 4.22782e-06 7.58452e-07
1.62964e-06 5.00286e-06 5.59303e-07
8.27667e-07 3.79064e-06 5.19177e-07
5.56445e-07 3.03460e-06 5.22390e-07
4.25732e-07 2.05895e-06 5.39371e-07
4.11625e-07 1.06799e-06 6.16280e-07
4.16427e-07 7.25689e-07 8.20919e-07
4.30525e-07 5.58499e-07 1.52063e-06
4.93873e-07 5.40456e-07 2.85544e-06
6.57744e-07 5.45978e-07 3.59940e-06
1.21078e-06 5.63401e-07 4.24712e-06
2.25906e-06 6.39580e-07 0.00000e+00
2.84080e-06 8.35994e-07 0.00000e+00
3.34443e-06 1.47955e-06 0.00000e+00
3.84164e-06 2.72291e-06 0.00000e+00
