0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00
4.78637e-03 5.33718e-03 5.78226e-03
3.57097e-03 4.96363e-03 4.31554e-03
2.80087e-03 3.87639e-03 3.51101e-03
2.77451e-03 3.64754e-03 3.51776e-03
2.89213e-03 3.75549e-03 3.73288e-03
3.21265e-03 4.09891e-03 4.10947e-03
3.42890e-03 4.41312e-03 3.95037e-03
2.48402e-03 3.66154e-03 3.18539e-03
2.64497e-03 3.39592e-03 3.62495e-03
3.33456e-03 4.03523e-03 6.26410e-03
7.74298e-03 7.84440e-03 3.95869e-02
6.71870e-02 5.49974e-02 5.82279e-01
1.00000e+00 7.61184e-01 1.00000e+00
5.47196e-01 1.00000e+00 3.78274e-01
2.93020e-02 3.78142e-01 2.28254e-02
7.04695e-03 2.45722e-02 6.39103e-03
3.31711e-03 7.04274e-03 3.90543e-03
2.93992e-03 4.14128e-03 4.21588e-03
3.66501e-03 4.23724e-03 3.62067e-03
2.36152e-03 4.16672e-03 3.15493e-03
2.60241e-03 3.20858e-03 3.85363e-03
3.31933e-03 3.71965e-03 5.38009e-03
4.74822e-03 4.91684e-03 6.67932e-03
5.56266e-03 6.52281e-03 8.56068e-03
7.29188e-03 7.86454e-03 8.02091e-03
6.08478e-03 9.20961e-03 6.37185e-03
4.77991e-03 7.64001e-03 6.53343e-03
5.30773e-03 6.39174e-03 1.02901e-02
8.80549e-03 7.65126e-03 5.33794e-02
4.84493e-02 1.80524e-02 2.04700e-01
1.79353e-01 8.07312e-02 2.37690e-01
1.90359e-01 2.36368e-01 1.08724e-01
7.81545e-02 2.42364e-01 2.74081e-02
1.88585e-02 1.00583e-01 9.97468e-03
7.66232e-03 2.47397e-02 8.80029e-03
7.00712e-03 1.04191e-02 7.02279e-03
5.53664e-03 9.23532e-03 9.89732e-03
7.74366e-03 7.40796e-03 1.28237e-02
1.04829e-02 9.86904e-03 8.67260e-03
6.85319e-03 1.33029e-02 9.48620e-03
7.37582e-03 9.70467e-03 1.10973e-02
8.79547e-03 9.55604e-03 1.16194e-02
9.06605e-03 1.11659e-02 1.28208e-02
1.01277e-02 1.18135e-02 1.54649e-02
1.05313e-02 1.29379e-02 2.74970e-02
1.84533e-02 1.36700e-02 8.56750e-02
3.22169e-02 2.10903e-02 3.33941e-01
1.63129e-01 3.63958e-02 7.50217e-01
5.05687e-01 1.53894e-01 8.75009e-01
7.87732e-01 4.94869e-01 5.29588e-01
5.27685e-01 8.85391e-01 2.13541e-01
2.45000e-01 8.37234e-01 5.12415e-02
5.75755e-02 4.88284e-01 1.80306e-02
1.81048e-02 1.92321e-01 1.16329e-02
