0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
4.78637e-03 5.78226e-03 4.63647e-03 3.34368e-03 6.03969e-03
3.57097e-03 4.31554e-03 3.43468e-03 4.99826e-03 6.29341e-03
2.80087e-03 3.51101e-03 1.78192e-03 3.23033e-03 4.82112e-03
2.77451e-03 3.51776e-03 1.13753e-03 8.96990e-04 3.92181e-03
2.89213e-03 3.73288e-03 7.54728e-04 3.17821e-03 1.56578e-03
3.21265e-03 4.10947e-03 4.41903e-03 3.61561e-03 2.78124e-03
3.42890e-03 3.95037e-03 2.17976e-03 9.92008e-04 3.22218e-03
2.48402e-03 3.18539e-03 2.23838e-03 2.56707e-03 1.13257e-03
2.64497e-03 3.62495e-03 3.49913e-03 2.12655e-03 3.64123e-03
3.33456e-03 6.26410e-03 3.04333e-03 2.04039e-03 8.68136e-03
7.74298e-03 3.95869e-02 7.58448e-03 2.55579e-03 1.21588e-01
6.71870e-02 5.82279e-01 4.70451e-02 1.59904e-03 8.06856e-01
1.00000e+00 1.00000e+00 4.82123e-01 1.85874e-02 1.42778e-01
5.47196e-01 3.78274e-01 2.47542e-02 6.24594e-01 1.79635e-02
2.93020e-02 2.28254e-02 4.90902e-03 7.53408e-02 3.42770e-03
7.04695e-03 6.39103e-03 5.02384e-03 1.25139e-02 5.01906e-03
3.31711e-03 3.90543e-03 3.96317e-03 1.02779e-03 5.15131e-03
2.93992e-03 4.21588e-03 1.06504e-02 2.76036e-03 7.05461e-04
3.66501e-03 3.62067e-03 3.20758e-03 1.26995e-03 2.13137e-03
2.36152e-03 3.15493e-03 6.64088e-03 2.88080e-03 1.70531e-03
2.60241e-03 3.85363e-03 7.04166e-03 4.61046e-03 3.49205e-03
3.31933e-03 5.38009e-03 4.69742e-03 4.08689e-03 2.84575e-03
4.74822e-03 6.67932e-03 5.49993e-03 6.60470e-03 1.38865e-03
5.56266e-03 8.56068e-03 1.59554e-02 8.09127e-03 3.29167e-03
7.29188e-03 8.02091e-03 2.45827e-02 3.38505e-03 2.18799e-03
6.08478e-03 6.37185e-03 8.69225e-03 4.44748e-03 5.68517e-03
4.77991e-03 6.53343e-03 1.03171e-02 6.70988e-03 1.45225e-02
5.30773e-03 1.02901e-02 3.18817e-03 8.75462e-03 1.29693e-01
8.80549e-03 5.33794e-02 2.23811e-03 4.58715e-03 3.22256e-01
4.84493e-02 2.04700e-01 4.97485e-02 6.57455e-03 2.32442e-01
1.79353e-01 2.37690e-01 2.00716e-01 1.57626e-02 5.26566e-02
1.90359e-01 1.08724e-01 5.91386e-03 3.79019e-02 1.61349e-02
7.81545e-02 2.74081e-02 6.34314e-03 1.60573e-01 6.72359e-03
1.88585e-02 9.97468e-03 4.76278e-03 6.52565e-02 1.32556e-02
7.66232e-03 8.80029e-03 2.51005e-03 1.73495e-02 5.11869e-03
7.00712e-03 7.02279e-03 1.32249e-02 1.14927e-02 1.08291e-02
5.53664e-03 9.89732e-03 7.37577e-03 5.17050e-03 6.49635e-03
7.74366e-03 1.28237e-02 5.99882e-04 2.13173e-02 3.68858e-03
1.04829e-02 8.67260e-03 1.25188e-02 1.36801e-02 1.05379e-03
6.85319e-03 9.48620e-03 2.71876e-03 1.59028e-02 3.20644e-03
7.37582e-03 1.10973e-02 7.34909e-03 7.84878e-03 8.64853e-03
8.79547e-03 1.16194e-02 3.12999e-02 1.18689e-02 9.24539e-03
9.06605e-03 1.28208e-02 2.29279e-02 3.75924e-03 2.39887e-02
1.01277e-02 1.54649e-02 2.29190e-02 9.16055e-03 3.56470e-02
1.05313e-02 2.74970e-02 4.40794e-02 3.81058e-03 3.24519e-01
1.84533e-02 8.56750e-02 1.40452e-02 1.51631e-02 1.00000e+00
3.22169e-02 3.33941e-01 6.28553e-03 4.25737e-02 3.25481e-01
1.63129e-01 7.50217e-01 3.41221e-01 5.30007e-03 3.26154e-01
5.05687e-01 8.75009e-01 1.00000e+00 1.35720e-02 1.73969e-01
7.87732e-01 5.29588e-01 6.93421e-02 1.30785e-02 5.05433e-02
5.27685e-01 2.13541e-01 4.51899e-02 4.63690e-02 1.58289e-03
2.45000e-01 5.12415e-02 7.46953e-03 1.00000e+00 5.89287e-03
5.75755e-02 1.80306e-02 1.20957e-02 2.83288e-01 3.28261e-03
1.81048e-02 1.16329e-02 1.36611e-02 2.53873e-01 4.80823e-03
9.77553e-03 1.02039e-02 1.40925e-02 2.60697e-02 3.53531e-03
8.69565e-03 8.96508e-03 9.62979e-03 1.43299e-02 3.48638e-03
7.55383e-03 7.48310e-03 1.28284e-03 9.60019e-03 2.23796e-03
6.76243e-03 6.27903e-03 5.28628e-03 6.17429e-04 4.73566e-03
5.30044e-03 5.48138e-03 6.32859e-03 5.00539e-03 9.09813e-03
4.77725e-03 5.41411e-03 6.85115e-03 2.46294e-03 4.73687e-03
4.08931e-03 5.28927e-03 7.68875e-03 3.42207e-03 3.53659e-03
4.44389e-03 6.26121e-03 9.87230e-03 2.10875e-03 1.68074e-01
4.08639e-03 1.29680e-02 4.38432e-04 3.70432e-03 3.50781e-01
5.41829e-03 3.62817e-02 1.35403e-03 3.15931e-03 7.80092e-02
1.24288e-02 7.30239e-02 7.26447e-03 2.49165e-03 4.74467e-02
3.51324e-02 1.00791e-01 3.56401e-02 1.55457e-03 3.01140e-02
6.58152e-02 9.22198e-02 7.48252e-02 1.03038e-03 1.34131e-02
8.44459e-02 6.24603e-02 2.25360e-03 5.63664e-04 3.59202e-03
7.06747e-02 2.95463e-02 2.25561e-03 1.14218e-03 2.05271e-03
4.52912e-02 8.60247e-03 1.73671e-03 3.64297e-03 1.50187e-03
1.96849e-02 3.41973e-03 8.23883e-04 7.40605e-02 1.13873e-03
5.01600e-03 2.39717e-03 4.79385e-03 5.05207e-02 1.25131e-04
2.46813e-03 1.11717e-03 9.25822e-04 2.24967e-02 1.40523e-03
1.86336e-03 1.05411e-04 1.27715e-03 5.62432e-03 4.10011e-04
8.38281e-04 1.74758e-05 1.39388e-03 6.66867e-04 2.51551e-03
6.45902e-05 1.12352e-05 2.29463e-04 3.53422e-03 2.51370e-03
1.39149e-05 8.47526e-06 8.45488e-04 8.98429e-04 4.10712e-03
9.00025e-06 6.53218e-06 3.04717e-04 2.24205e-03 9.04236e-03
6.82569e-06 5.27661e-06 3.76257e-04 2.31172e-03 5.71969e-02
5.27842e-06 4.89119e-06 6.20980e-04 8.64707e-04 9.90944e-02
4.24844e-06 6.41502e-06 1.41097e-03 2.51486e-03 3.93953e-02
3.77846e-06 9.71353e-06 1.10889e-03 1.81765e-03 2.82377e-02
4.70720e-06 1.20660e-05 5.34404e-03 3.32007e-03 2.08513e-02
7.37841e-06 1.26749e-05 3.93712e-02 5.37574e-04 1.98509e-02
9.41200e-06 1.07408e-05 3.03268e-02 1.88166e-03 3.83179e-03
1.03891e-05 7.84482e-06 1.45887e-03 5.93209e-04 1.10674e-03
9.06973e-06 4.73577e-06 1.34101e-04 6.24694e-04 1.02828e-03
6.99984e-06 2.88230e-06 2.75330e-04 5.78561e-04 2.08210e-03
4.25986e-06 1.82756e-06 3.32443e-03 1.53231e-03 1.22486e-03
2.62966e-06 1.38968e-06 6.38910e-03 1.84041e-02 1.00187e-03
1.59993e-06 1.17571e-06 7.78020e-04 5.35941e-03 1.26150e-03
1.18634e-06 1.04684e-06 1.92470e-03 2.34475e-02 3.64427e-03
9.73476e-07 9.46223e-07 6.01127e-04 2.10677e-03 2.68066e-03
8.80159e-07 9.06712e-07 5.64354e-04 1.58841e-03 2.46185e-03
7.70457e-07 8.86556e-07 1.02710e-03 3.33874e-03 1.16122e-02
7.32594e-07 9.93664e-07 1.65093e-03 4.72087e-03 2.79989e-02
7.10203e-07 1.28540e-06 6.13256e-04 2.54270e-03 5.63832e-02
7.01617e-07 1.89266e-06 2.43978e-03 1.67902e-02 2.41809e-02
8.72239e-07 2.63935e-06 6.71859e-04 1.21429e-02 2.70633e-02
1.14723e-06 3.36277e-06 1.28895e-03 8.60726e-04 1.64757e-02
1.77293e-06 3.83879e-06 3.92402e-03 1.71535e-03 3.81908e-03
2.32064e-06 3.88261e-06 1.64951e-02 1.03671e-03 5.93368e-03
2.89173e-06 4.63992e-06 1.34615e-02 1.24105e-03 3.43683e-03
3.14536e-06 4.06515e-06 1.96160e-03 7.98558e-04 4.21586e-04
3.06554e-06 3.18011e-06 1.64177e-03 8.26569e-04 5.12020e-04
3.96403e-06 2.26130e-06 2.18955e-03 1.80389e-03 1.62363e-03
2.96100e-06 1.24091e-06 1.00481e-02 8.89836e-04 6.13396e-04
2.38916e-06 7.58452e-07 1.36831e-02 2.28771e-03 5.36447e-03
1.62964e-06 5.59303e-07 1.23263e-02 2.71838e-03 1.93487e-03
8.27667e-07 5.19177e-07 2.94172e-03 1.19713e-02 9.55265e-03
5.56445e-07 5.22390e-07 6.30838e-04 2.10231e-02 9.93967e-03
4.25732e-07 5.39371e-07 1.10858e-03 7.19417e-03 1.60570e-02
4.11625e-07 6.16280e-07 9.82206e-04 5.19317e-04 8.70532e-03
4.16427e-07 8.20919e-07 1.14611e-03 3.97970e-03 1.35447e-02
4.30525e-07 1.52063e-06 1.25528e-03 2.34947e-03 8.41031e-03
4.93873e-07 2.85544e-06 6.21675e-05 8.94544e-05 1.14913e-04
6.57744e-07 3.59940e-06 6.21675e-05 8.94544e-05 1.14913e-04
1.21078e-06 4.24712e-06 6.21675e-05 8.94544e-05 1.14913e-04
2.25906e-06 0.00000e+00 6.21675e-05 8.94544e-05 1.14913e-04
2.84080e-06 0.00000e+00 6.21675e-05 8.94544e-05 1.14913e-04
3.34443e-06 0.00000e+00 6.21675e-05 8.94544e-05 1.14913e-04
3.84164e-06 0.00000e+00 6.21675e-05 8.94544e-05 1.14913e-04
